scaffold orf hmm.id
8456 2 PF01795.14
14047 2 PF01795.14
31942 4 PF01795.14
87443 3 PF01795.14
484 352 PF01795.14
59271 13 PF01795.14
13390 3 PF01795.14
54272 5 PF01795.14
72398 5 PF01795.14
184 11 PF01795.14
23803 3 PF01795.14
21584 208 PF01795.14
3136 1 PF01795.14
13674 4 PF01795.14
4450 9 PF01795.14
22519 148 PF01795.14
39087 1 PF01795.14
9010 10 PF01795.14
221 1188 PF01795.14
9009 13 PF01795.14
12819 261 PF01795.14
4013 36 PF01795.14
21220 7 PF01795.14
1326 75 PF01795.14
91020 3 PF01795.14
61297 5 PF01795.14
59819 56 PF01795.14
68305 7 PF01795.14
89982 3 PF01795.14
77806 1 PF01795.14
4666 493 PF01795.14
86499 1 PF01795.14
72169 16 PF01795.14
40615 1 PF01795.14
59704 3 PF01795.14
66329 4 PF01795.14
21941 1 PF01795.14
1333 9 PF01795.14
9532 3 PF01795.14
12001 14 PF01795.14
67255 2 PF01795.14
1318 58 PF01795.14
21265 2 PF01795.14
43414 1 PF01795.14
4786 26 PF01795.14
4888 38 PF01795.14
1421 40 PF01795.14
41776 2 PF01795.14
13229 10 PF01795.14
45072 7 PF01795.14
83601 3 PF01795.14
35817 3 PF01795.14
18928 12 PF01795.14
2313 1 PF01795.14
85382 3 PF01795.14
25954 1 PF01795.14
38096 1 PF01795.14
10928 3 PF01795.14
817 1 PF01795.14
15446 1 PF01795.14
15265 10 PF01795.14
48103 1 PF01795.14
92976 1 PF01795.14
63503 1 PF01795.14
32169 1 PF01795.14
43958 1 PF01795.14
28939 1 PF01795.14
70333 7 PF01795.14
63512 1 PF01795.14
69407 1 PF01795.14
39086 1 PF01795.14
70333 6 PF01795.14
60545 4 PF01795.14
25953 1 PF01795.14
18700 1 PF01795.14
93722 3 PF01795.14
40823 1 PF01795.14
62920 1 PF01795.14
26337 1 PF01795.14
12850 1 PF01795.14
68998 1 PF01795.14
66099 3 PF01795.14
96082 3 PF01795.14
50590 1 PF01795.14
51047 3 PF01795.14
92556 1 PF01795.14
9532 2 PF01795.14
10237 5 PF01795.14
58748 2 PF01795.14
1159 1 PF01795.14
7266 5 PF01795.14
85794 1 PF01795.14
74063 2 PF01795.14
2816 4 TIGR00001
10426 2 TIGR00001
1073 4 TIGR00001
12804 13 TIGR00001
3670 3 TIGR00001
822 308 TIGR00001
16694 4 TIGR00001
175 104 TIGR00001
41065 3 TIGR00001
38482 2 TIGR00001
11492 10 TIGR00001
48061 4 TIGR00001
61908 2 TIGR00001
78532 3 TIGR00001
37636 1 TIGR00001
97189 1 TIGR00001
285 97 TIGR00001
3868 6 TIGR00001
80171 3 TIGR00001
3770 1 TIGR00001
8333 5 TIGR00001
84657 7 TIGR00001
28997 4 TIGR00001
45648 1 TIGR00001
63303 2 TIGR00001
12484 1 TIGR00001
46752 4 TIGR00001
705 702 TIGR00001
59530 17 TIGR00001
80540 2 TIGR00001
1706 2 TIGR00001
43691 3 TIGR00001
4094 2 TIGR00001
10734 4 TIGR00001
28224 1 TIGR00001
39642 2 TIGR00001
9720 6 TIGR00001
21929 4 TIGR00001
5582 16 TIGR00001
1494 2 TIGR00001
4372 10 TIGR00001
41975 3 TIGR00001
484 389 TIGR00001
8709 1 TIGR00001
29583 3 TIGR00001
4738 3 TIGR00001
76999 2 TIGR00001
13562 36 TIGR00001
13588 116 TIGR00001
41380 4 TIGR00001
6798 12 TIGR00001
85182 2 TIGR00001
1375 23 TIGR00001
1443 105 TIGR00001
9497 37 TIGR00001
22519 266 TIGR00001
7363 18 TIGR00001
48674 3 TIGR00001
6109 15 TIGR00001
14571 43 TIGR00001
76865 2 TIGR00002
18251 498 TIGR00002
6982 4 TIGR00002
1813 13 TIGR00002
80639 3 TIGR00002
7984 30 TIGR00002
88012 4 TIGR00002
3681 2 TIGR00002
13102 5 TIGR00002
22478 2 TIGR00002
8300 9 TIGR00002
19285 2 TIGR00002
4078 219 TIGR00002
48346 2 TIGR00002
7531 70 TIGR00002
11418 10 TIGR00002
21584 74 TIGR00002
22619 7 TIGR00002
82013 3 TIGR00002
3951 360 TIGR00002
24422 1 TIGR00002
484 244 TIGR00002
17234 6 TIGR00002
39387 2 TIGR00002
2172 28 TIGR00002
68028 2 TIGR00002
13117 1 TIGR00002
5907 9 TIGR00002
21493 2 TIGR00002
6764 57 TIGR00002
82317 2 TIGR00002
41945 5 TIGR00002
46324 7 TIGR00002
88886 9 TIGR00002
15771 260 TIGR00002
67699 1 TIGR00002
51308 2 TIGR00002
89107 8 TIGR00002
168 6 TIGR00002
42965 6 TIGR00002
47002 6 TIGR00002
21405 2 TIGR00002
64087 3 TIGR00002
83733 7 TIGR00002
42605 2 TIGR00002
71339 2 TIGR00002
3744 1 TIGR00002
90886 1 TIGR00002
5513 87 TIGR00002
43722 2 TIGR00002
24121 5 TIGR00002
14102 15 TIGR00002
15706 2 TIGR00002
4854 12 TIGR00002
61118 3 TIGR00002
4367 3 TIGR00002
27152 4 TIGR00002
43046 14 TIGR00002
603 24 TIGR00002
24237 7 TIGR00002
5432 19 TIGR00002
2995 17 TIGR00002
14265 4 TIGR00002
83106 2 TIGR00002
93960 2 TIGR00002
96330 3 TIGR00002
20609 1 TIGR00002
286 61 TIGR00009
12095 2 TIGR00009
38327 7 TIGR00009
6633 4 TIGR00009
67431 1 TIGR00009
2965 10 TIGR00009
37441 4 TIGR00009
89276 1 TIGR00009
2488 57 TIGR00009
2175 1 TIGR00009
95567 3 TIGR00009
21221 12 TIGR00009
29551 3 TIGR00009
13048 2 TIGR00009
26621 112 TIGR00009
26489 4 TIGR00009
14929 3 TIGR00009
89599 4 TIGR00009
27419 3 TIGR00009
2988 1 TIGR00009
29929 21 TIGR00009
15880 2 TIGR00009
12385 95 TIGR00009
52504 3 TIGR00009
7463 1 TIGR00009
48947 2 TIGR00009
20059 2 TIGR00009
73325 6 TIGR00009
60673 2 TIGR00009
415 21 TIGR00009
43 4 TIGR00009
43388 7 TIGR00009
3379 64 TIGR00009
50092 2 TIGR00009
8864 119 TIGR00009
15914 5 TIGR00009
10919 2 TIGR00009
51730 3 TIGR00009
67790 2 TIGR00009
64186 2 TIGR00009
34851 18 TIGR00009
12819 823 TIGR00009
85028 2 TIGR00009
6742 2 TIGR00009
7984 2 TIGR00009
794 1 TIGR00009
14276 11 TIGR00009
431 320 TIGR00009
484 203 TIGR00009
22973 2 TIGR00009
477 16 TIGR00009
83679 1 TIGR00009
7363 14 TIGR00009
7681 2 TIGR00009
6109 9 TIGR00009
17999 7 TIGR00009
29583 7 TIGR00009
65493 1 TIGR00009
12586 3 TIGR00009
3796 106 TIGR00009
53913 5 TIGR00009
26925 1 TIGR00009
625 36 TIGR00009
58278 2 TIGR00009
6798 16 TIGR00009
76991 2 TIGR00009
67430 2 TIGR00009
4372 6 TIGR00009
22519 214 TIGR00009
96567 2 TIGR00009
30161 3 TIGR00009
82519 2 TIGR00009
95417 2 TIGR00009
3345 57 TIGR00009
39260 6 TIGR00009
55450 3 TIGR00012
7521 219 TIGR00012
12813 3 TIGR00012
37043 8 TIGR00012
18894 2 TIGR00012
8055 8 TIGR00012
8320 10 TIGR00012
15212 8 TIGR00012
119 157 TIGR00012
4452 10 TIGR00012
53510 3 TIGR00012
1030 38 TIGR00012
1149 15 TIGR00012
30596 28 TIGR00012
38449 4 TIGR00012
5796 24 TIGR00012
75649 5 TIGR00012
52156 11 TIGR00012
33876 2 TIGR00012
460 139 TIGR00012
52590 3 TIGR00012
2919 4 TIGR00012
1963 57 TIGR00012
46957 8 TIGR00012
5277 9 TIGR00012
41070 7 TIGR00012
41207 4 TIGR00012
32491 2 TIGR00012
9021 8 TIGR00012
1443 75 TIGR00012
6095 5 TIGR00012
32646 2 TIGR00012
4106 21 TIGR00012
28317 6 TIGR00012
65212 8 TIGR00012
13332 11 TIGR00012
21584 167 TIGR00012
32526 16 TIGR00012
1062 12 TIGR00012
7935 3 TIGR00012
46863 3 TIGR00012
58341 12 TIGR00012
51230 1 TIGR00012
32038 2 TIGR00012
22755 8 TIGR00012
30903 3 TIGR00012
3088 6 TIGR00012
6683 7 TIGR00012
71823 1 TIGR00012
72500 1 TIGR00012
2551 3 TIGR00012
55073 10 TIGR00012
54032 1 TIGR00012
54896 42 TIGR00012
3233 247 TIGR00012
8357 2 TIGR00012
88792 2 TIGR00012
71893 3 TIGR00012
42535 3 TIGR00012
43231 1 TIGR00012
34000 3 TIGR00012
483 66 TIGR00012
32577 3 TIGR00012
26286 2 TIGR00012
41929 9 TIGR00012
1029 20 TIGR00012
3383 34 TIGR00012
35388 3 TIGR00012
4666 9 TIGR00012
5513 52 TIGR00012
21879 2 TIGR00012
82281 5 TIGR00012
19144 3 TIGR00012
5974 39 TIGR00012
46088 7 TIGR00012
32498 21 TIGR00012
14490 13 TIGR00012
91140 2 TIGR00012
16528 2 TIGR00019
18812 2 TIGR00019
23244 3 TIGR00019
19094 42 TIGR00019
989 5 TIGR00019
15567 17 TIGR00019
119 37 TIGR00019
15575 4 TIGR00019
6505 2 TIGR00019
20216 38 TIGR00019
28616 2 TIGR00019
47376 2 TIGR00019
2205 18 TIGR00019
35480 3 TIGR00019
48965 1 TIGR00019
480 10 TIGR00019
43799 3 TIGR00019
49167 2 TIGR00019
2002 91 TIGR00019
10557 55 TIGR00019
68517 1 TIGR00019
705 829 TIGR00019
4584 7 TIGR00019
92974 2 TIGR00019
85886 3 TIGR00019
30488 2 TIGR00019
221 845 TIGR00019
12819 761 TIGR00019
15771 339 TIGR00019
1766 4 TIGR00019
57804 1 TIGR00019
11694 2 TIGR00019
22519 212 TIGR00019
64110 2 TIGR00019
4066 3 TIGR00019
13153 1 TIGR00019
16873 12 TIGR00019
23249 5 TIGR00019
22055 1 TIGR00019
11919 3 TIGR00019
82651 7 TIGR00019
5099 51 TIGR00019
61652 3 TIGR00019
4666 596 TIGR00019
68001 4 TIGR00019
484 60 TIGR00019
12502 3 TIGR00019
12977 1 TIGR00019
88812 2 TIGR00019
7902 4 TIGR00029
86944 2 TIGR00029
861 24 TIGR00029
52950 4 TIGR00029
23716 3 TIGR00029
42885 3 TIGR00029
18373 11 TIGR00029
18018 8 TIGR00029
579 11 TIGR00029
40685 2 TIGR00029
90839 1 TIGR00029
1532 35 TIGR00029
21259 3 TIGR00029
31655 4 TIGR00029
3177 113 TIGR00029
44500 1 TIGR00029
2565 5 TIGR00029
7879 2 TIGR00029
30007 4 TIGR00029
22602 3 TIGR00029
17347 2 TIGR00029
43462 2 TIGR00029
78366 2 TIGR00029
20660 4 TIGR00029
68376 1 TIGR00029
95419 2 TIGR00029
18251 241 TIGR00029
44732 1 TIGR00029
27141 7 TIGR00029
41949 2 TIGR00029
52387 4 TIGR00029
88413 2 TIGR00029
3334 22 TIGR00029
4666 58 TIGR00029
7531 186 TIGR00029
26920 3 TIGR00029
4518 2 TIGR00029
78218 2 TIGR00029
7500 5 TIGR00029
9815 85 TIGR00029
6155 250 TIGR00029
82290 2 TIGR00029
23879 15 TIGR00029
38480 2 TIGR00029
75520 1 TIGR00029
92833 2 TIGR00029
17607 3 TIGR00029
68432 3 TIGR00029
67321 2 TIGR00029
437 84 TIGR00029
69622 1 TIGR00029
65111 19 TIGR00029
89107 11 TIGR00029
2218 40 TIGR00029
93315 2 TIGR00029
20011 6 TIGR00029
6764 118 TIGR00029
34705 5 TIGR00029
88588 12 TIGR00043
65711 5 TIGR00043
62605 4 TIGR00043
7470 46 TIGR00043
18251 340 TIGR00043
24511 7 TIGR00043
16167 3 TIGR00043
61990 2 TIGR00043
3178 9 TIGR00043
4078 498 TIGR00043
10436 2 TIGR00043
36860 3 TIGR00043
94237 3 TIGR00043
6475 4 TIGR00043
26474 3 TIGR00043
73499 3 TIGR00043
62477 2 TIGR00043
2823 6 TIGR00043
1796 86 TIGR00043
9438 8 TIGR00043
11262 1 TIGR00043
34292 2 TIGR00043
14217 2 TIGR00043
431 388 TIGR00043
20587 5 TIGR00043
9668 32 TIGR00043
59556 2 TIGR00043
31045 3 TIGR00043
5811 1 TIGR00043
22965 47 TIGR00043
34223 8 TIGR00043
49353 2 TIGR00043
1570 5 TIGR00043
26786 2 TIGR00043
645 8 TIGR00043
76588 5 TIGR00043
13712 1 TIGR00043
35535 5 TIGR00043
91631 3 TIGR00043
9271 2 TIGR00043
79995 3 TIGR00043
28496 4 TIGR00043
23278 10 TIGR00043
5223 1 TIGR00043
83528 2 TIGR00043
41035 3 TIGR00043
2200 53 TIGR00043
91634 2 TIGR00043
56446 5 TIGR00043
21457 1 TIGR00043
69138 5 TIGR00043
44748 49 TIGR00043
71186 6 TIGR00043
41185 1 TIGR00043
4666 387 TIGR00043
6 38 TIGR00043
25328 5 TIGR00043
1622 43 TIGR00043
30491 4 TIGR00043
78435 1 TIGR00043
56962 3 TIGR00043
221 410 TIGR00043
21161 5 TIGR00043
78578 2 TIGR00043
75602 5 TIGR00043
31143 1 TIGR00043
7265 1 TIGR00043
21435 7 TIGR00043
91049 1 TIGR00043
96759 2 TIGR00043
63998 5 TIGR00059
119 140 TIGR00059
18408 6 TIGR00059
66214 3 TIGR00059
1149 32 TIGR00059
37488 3 TIGR00059
59624 2 TIGR00059
62623 2 TIGR00059
37043 26 TIGR00059
40499 2 TIGR00059
27108 5 TIGR00059
13986 1 TIGR00059
49059 2 TIGR00059
14151 11 TIGR00059
5595 3 TIGR00059
4452 27 TIGR00059
62844 1 TIGR00059
46957 27 TIGR00059
21584 150 TIGR00059
94015 3 TIGR00059
40479 2 TIGR00059
73775 2 TIGR00059
7521 237 TIGR00059
90412 4 TIGR00059
71173 2 TIGR00059
8320 27 TIGR00059
1030 55 TIGR00059
3377 13 TIGR00059
4793 15 TIGR00059
29456 2 TIGR00059
10125 3 TIGR00059
36894 2 TIGR00059
47415 2 TIGR00059
97067 2 TIGR00059
2125 179 TIGR00059
4013 119 TIGR00059
6451 28 TIGR00059
41563 4 TIGR00059
77291 3 TIGR00059
23471 6 TIGR00059
30306 3 TIGR00059
70495 1 TIGR00059
18724 46 TIGR00059
372 92 TIGR00059
31878 19 TIGR00059
1326 402 TIGR00059
76452 2 TIGR00059
30596 7 TIGR00059
16341 1 TIGR00059
55057 2 TIGR00059
58654 2 TIGR00059
40281 2 TIGR00059
22246 2 TIGR00059
78343 4 TIGR00059
1963 37 TIGR00059
460 160 TIGR00059
56985 132 TIGR00059
89891 9 TIGR00059
2567 8 TIGR00059
6764 175 TIGR00059
9375 2 TIGR00059
15840 2 TIGR00059
1368 5 TIGR00059
43174 3 TIGR00059
4106 1 TIGR00059
3383 10 TIGR00059
62280 1 TIGR00059
5159 5 TIGR00059
1029 41 TIGR00059
32498 3 TIGR00059
89579 3 TIGR00059
5974 21 TIGR00059
28489 2 TIGR00059
68682 1 TIGR00059
27303 1 TIGR00059
32491 10 TIGR00060
8320 18 TIGR00060
70887 5 TIGR00060
65453 3 TIGR00060
23123 2 TIGR00060
44169 6 TIGR00060
37514 2 TIGR00060
4106 13 TIGR00060
1443 82 TIGR00060
15101 6 TIGR00060
37043 16 TIGR00060
30596 20 TIGR00060
1963 49 TIGR00060
36899 2 TIGR00060
57198 5 TIGR00060
86921 3 TIGR00060
26299 2 TIGR00060
38133 3 TIGR00060
460 147 TIGR00060
1062 4 TIGR00060
1030 46 TIGR00060
9155 2 TIGR00060
3088 14 TIGR00060
5277 2 TIGR00060
1149 23 TIGR00060
119 149 TIGR00060
1907 2 TIGR00060
46957 16 TIGR00060
2920 5 TIGR00060
89044 8 TIGR00060
35946 5 TIGR00060
57109 3 TIGR00060
21584 159 TIGR00060
54896 50 TIGR00060
3233 239 TIGR00060
8357 10 TIGR00060
16008 9 TIGR00060
4452 18 TIGR00060
62996 3 TIGR00060
40971 2 TIGR00060
37319 2 TIGR00060
7935 11 TIGR00060
2125 189 TIGR00060
80904 2 TIGR00060
62382 6 TIGR00060
81024 2 TIGR00060
483 74 TIGR00060
4013 94 TIGR00060
5513 60 TIGR00060
67989 2 TIGR00060
69599 5 TIGR00060
7521 227 TIGR00060
38450 5 TIGR00060
82646 5 TIGR00060
82900 1 TIGR00060
23347 2 TIGR00060
14490 4 TIGR00060
47355 1 TIGR00060
31064 2 TIGR00060
15881 6 TIGR00060
36316 5 TIGR00060
5974 31 TIGR00060
3383 24 TIGR00060
55073 2 TIGR00060
32498 13 TIGR00060
1029 29 TIGR00060
8351 24 TIGR00060
13831 1 TIGR00060
37308 6 TIGR00060
26486 1 TIGR00060
58341 4 TIGR00060
16969 1 TIGR00060
300 31 TIGR00061
14616 2 TIGR00061
957 22 TIGR00061
1655 1 TIGR00061
16644 3 TIGR00061
48596 16 TIGR00061
21509 3 TIGR00061
18436 1 TIGR00061
31919 3 TIGR00061
88004 2 TIGR00061
1475 23 TIGR00061
4676 12 TIGR00061
19865 3 TIGR00061
79392 2 TIGR00061
86944 5 TIGR00061
44281 3 TIGR00061
52950 1 TIGR00061
53526 2 TIGR00061
55517 1 TIGR00061
22519 488 TIGR00061
56957 3 TIGR00061
12819 104 TIGR00061
83131 2 TIGR00061
46362 4 TIGR00061
10585 5 TIGR00061
47369 2 TIGR00061
46691 5 TIGR00061
23392 8 TIGR00061
4666 517 TIGR00061
21584 28 TIGR00061
62721 10 TIGR00061
65997 2 TIGR00061
8632 6 TIGR00061
8864 113 TIGR00061
50244 1 TIGR00061
96304 2 TIGR00061
68277 1 TIGR00061
88048 2 TIGR00061
3439 21 TIGR00061
14549 2 TIGR00061
25538 3 TIGR00061
576 14 TIGR00061
30279 3 TIGR00061
78887 4 TIGR00061
6646 152 TIGR00061
3379 52 TIGR00061
91672 1 TIGR00061
3110 2 TIGR00061
15817 6 TIGR00061
49444 20 TIGR00061
364 36 TIGR00061
705 158 TIGR00061
1360 2 TIGR00061
484 338 TIGR00061
9252 2 TIGR00061
85371 2 TIGR00061
36800 3 TIGR00061
22716 3 TIGR00061
37583 3 TIGR00061
28667 3 TIGR00061
3483 47 TIGR00061
27587 24 TIGR00061
57922 3 TIGR00061
392 6 TIGR00061
22483 3 TIGR00061
75295 4 TIGR00061
74721 2 TIGR00061
51377 8 TIGR00061
51378 3 TIGR00061
95358 2 TIGR00061
18502 2 TIGR00061
63104 2 TIGR00061
51805 2 TIGR00061
75902 8 TIGR00061
25497 2 TIGR00062
1475 24 TIGR00062
300 32 TIGR00062
21509 2 TIGR00062
88004 1 TIGR00062
16644 2 TIGR00062
48596 17 TIGR00062
12819 103 TIGR00062
3439 20 TIGR00062
22519 489 TIGR00062
14616 3 TIGR00062
576 13 TIGR00062
86944 4 TIGR00062
52950 2 TIGR00062
85371 3 TIGR00062
78887 3 TIGR00062
77110 1 TIGR00062
68277 2 TIGR00062
957 23 TIGR00062
44281 2 TIGR00062
22716 2 TIGR00062
46691 6 TIGR00062
21584 27 TIGR00062
10585 4 TIGR00062
8632 5 TIGR00062
8864 114 TIGR00062
55909 3 TIGR00062
23392 7 TIGR00062
28667 2 TIGR00062
27587 25 TIGR00062
57922 2 TIGR00062
4666 516 TIGR00062
53526 3 TIGR00062
51377 7 TIGR00062
51378 2 TIGR00062
36800 4 TIGR00062
56957 2 TIGR00062
30279 2 TIGR00062
25538 2 TIGR00062
27310 4 TIGR00062
37583 4 TIGR00062
3379 51 TIGR00062
22483 4 TIGR00062
484 339 TIGR00062
65997 3 TIGR00062
91672 2 TIGR00062
14549 1 TIGR00062
15817 5 TIGR00062
19865 2 TIGR00062
79392 3 TIGR00062
75295 3 TIGR00062
6646 153 TIGR00062
62721 11 TIGR00062
705 157 TIGR00062
47369 1 TIGR00062
83131 3 TIGR00062
81202 2 TIGR00062
31919 4 TIGR00062
65415 7 TIGR00062
72702 5 TIGR00064
12408 11 TIGR00064
1042 49 TIGR00064
1352 14 TIGR00064
12385 92 TIGR00064
27419 6 TIGR00064
11586 24 TIGR00064
8864 116 TIGR00064
9363 3 TIGR00064
52504 6 TIGR00064
8632 3 TIGR00064
31820 1 TIGR00064
73317 6 TIGR00064
3379 68 TIGR00064
66867 2 TIGR00064
34162 23 TIGR00064
70695 1 TIGR00064
52661 1 TIGR00064
51730 6 TIGR00064
20812 2 TIGR00064
32001 4 TIGR00064
1363 8 TIGR00064
6500 1 TIGR00064
484 219 TIGR00064
3797 2 TIGR00064
75701 1 TIGR00064
86841 1 TIGR00064
26195 1 TIGR00064
20429 70 TIGR00064
6779 1 TIGR00064
31748 4 TIGR00064
6076 2 TIGR00064
7984 17 TIGR00064
22519 456 TIGR00064
30746 1 TIGR00064
27908 1 TIGR00064
18251 491 TIGR00064
79025 3 TIGR00064
87688 12 TIGR00064
90043 8 TIGR00064
91899 2 TIGR00064
23082 5 TIGR00064
52239 9 TIGR00064
7531 17 TIGR00064
9815 123 TIGR00064
28937 4 TIGR00064
39182 4 TIGR00064
540 1 TIGR00064
11418 15 TIGR00064
1842 1 TIGR00064
15123 2 TIGR00064
90085 1 TIGR00064
39192 2 TIGR00082
25200 31 TIGR00082
339 17 TIGR00082
13517 4 TIGR00082
13686 2 TIGR00082
16168 1 TIGR00082
13518 2 TIGR00082
6445 6 TIGR00082
83161 2 TIGR00082
19724 2 TIGR00082
38536 2 TIGR00082
300 66 TIGR00082
64112 2 TIGR00082
17623 4 TIGR00082
26982 2 TIGR00082
8318 4 TIGR00082
68817 1 TIGR00082
20885 2 TIGR00082
89584 2 TIGR00082
7851 5 TIGR00082
48592 1 TIGR00082
38437 2 TIGR00082
41796 2 TIGR00082
65252 2 TIGR00082
12135 3 TIGR00082
1344 2 TIGR00082
13195 2 TIGR00082
26267 3 TIGR00082
10479 4 TIGR00082
484 324 TIGR00082
8617 5 TIGR00082
25498 2 TIGR00082
36761 2 TIGR00082
17255 2 TIGR00082
63347 2 TIGR00082
9756 1 TIGR00082
14840 2 TIGR00082
10588 4 TIGR00082
3180 14 TIGR00082
25461 2 TIGR00082
29497 1 TIGR00082
495 33 TIGR00082
84965 2 TIGR00082
6400 17 TIGR00082
21994 4 TIGR00082
22965 57 TIGR00082
4078 114 TIGR00082
53930 4 TIGR00082
9304 3 TIGR00082
91652 3 TIGR00082
65441 6 TIGR00082
93205 2 TIGR00082
30335 2 TIGR00082
1326 34 TIGR00082
58419 2 TIGR00082
2042 164 TIGR00082
76228 1 TIGR00082
31259 2 TIGR00082
89210 2 TIGR00082
993 131 TIGR00082
15771 204 TIGR00082
67831 2 TIGR00082
53691 2 TIGR00082
62104 3 TIGR00082
51356 2 TIGR00082
49706 21 TIGR00082
20976 5 TIGR00082
93558 2 TIGR00082
72847 2 TIGR00086
8759 2 TIGR00086
18272 3 TIGR00086
151 122 TIGR00086
13562 391 TIGR00086
1451 92 TIGR00086
2944 4 TIGR00086
9576 2 TIGR00086
423 21 TIGR00086
87104 2 TIGR00086
11534 2 TIGR00086
838 29 TIGR00086
14045 1 TIGR00086
380 512 TIGR00086
11535 3 TIGR00086
15989 11 TIGR00086
59371 3 TIGR00086
7917 6 TIGR00086
76685 2 TIGR00086
8472 2 TIGR00086
64569 2 TIGR00086
92548 5 TIGR00086
36624 2 TIGR00086
85014 2 TIGR00086
69832 2 TIGR00086
2125 148 TIGR00086
24656 2 TIGR00086
1786 132 TIGR00086
8216 2 TIGR00086
51507 2 TIGR00086
23245 162 TIGR00086
7521 282 TIGR00086
12134 2 TIGR00086
4117 5 TIGR00086
23412 9 TIGR00086
29235 1 TIGR00086
39105 5 TIGR00086
71426 2 TIGR00086
19880 15 TIGR00086
66585 51 TIGR00086
11746 5 TIGR00086
1042 81 TIGR00086
46790 1 TIGR00086
44012 2 TIGR00086
52740 9 TIGR00086
43109 3 TIGR00086
11687 1 TIGR00086
21161 69 TIGR00086
822 319 TIGR00086
78737 2 TIGR00086
14525 1 TIGR00086
90492 2 TIGR00086
56990 2 TIGR00086
34492 5 TIGR00086
7532 25 TIGR00086
6192 22 TIGR00086
46801 1 TIGR00086
1029 149 TIGR00086
687 14 TIGR00086
812 5 TIGR00086
36090 9 TIGR00092
17365 7 TIGR00092
59675 2 TIGR00092
24508 2 TIGR00092
42266 9 TIGR00092
71289 1 TIGR00092
31235 11 TIGR00092
20429 58 TIGR00092
2520 3 TIGR00092
17339 2 TIGR00092
22909 4 TIGR00092
989 13 TIGR00092
119 49 TIGR00092
38678 2 TIGR00092
92191 1 TIGR00092
12819 372 TIGR00092
7521 697 TIGR00092
47273 61 TIGR00092
3379 107 TIGR00092
6978 2 TIGR00092
83650 4 TIGR00092
21584 87 TIGR00092
25567 2 TIGR00092
1258 66 TIGR00092
705 457 TIGR00092
43497 2 TIGR00092
380 566 TIGR00092
10559 5 TIGR00092
6750 76 TIGR00092
80426 3 TIGR00092
75660 1 TIGR00092
67417 1 TIGR00092
83841 2 TIGR00092
16380 17 TIGR00092
12825 29 TIGR00092
625 4 TIGR00092
61703 2 TIGR00092
1963 7 TIGR00092
83811 4 TIGR00092
1151 1 TIGR00092
2458 8 TIGR00092
460 191 TIGR00092
13463 3 TIGR00092
50679 1 TIGR00092
10425 11 TIGR00092
94891 1 TIGR00092
7135 4 TIGR00092
41682 1 TIGR00092
62520 1 TIGR00092
74121 1 TIGR00092
22908 1 TIGR00092
42522 1 TIGR00092
9175 2 TIGR00092
24429 1 TIGR00092
46454 2 TIGR00092
48528 1 TIGR00092
68051 1 TIGR00092
32865 37 TIGR00115
51788 2 TIGR00115
1464 11 TIGR00115
15237 4 TIGR00115
2478 12 TIGR00115
13467 2 TIGR00115
17233 2 TIGR00115
3768 9 TIGR00115
15299 1 TIGR00115
51 10 TIGR00115
3888 1 TIGR00115
7521 365 TIGR00115
8320 141 TIGR00115
6424 2 TIGR00115
1498 5 TIGR00115
8454 5 TIGR00115
23292 2 TIGR00115
3665 6 TIGR00115
19396 8 TIGR00115
9776 2 TIGR00115
9051 1 TIGR00115
19689 14 TIGR00115
838 90 TIGR00115
3177 19 TIGR00115
10282 5 TIGR00115
34551 3 TIGR00115
7083 5 TIGR00115
39867 2 TIGR00115
11029 1 TIGR00115
16876 2 TIGR00115
46793 4 TIGR00115
41575 1 TIGR00115
8025 7 TIGR00115
6160 2 TIGR00115
6267 99 TIGR00115
5503 120 TIGR00115
14529 1 TIGR00115
83221 1 TIGR00115
71117 2 TIGR00115
89570 2 TIGR00115
60965 2 TIGR00115
28516 2 TIGR00115
69145 2 TIGR00115
94582 1 TIGR00115
90541 5 TIGR00115
23862 2 TIGR00115
66390 3 TIGR00115
75587 5 TIGR00115
50583 131 TIGR00115
33988 3 TIGR00115
1391 117 TIGR00115
90026 4 TIGR00115
5247 93 TIGR00115
20500 10 TIGR00115
57052 10 TIGR00115
90881 3 TIGR00115
40201 1 TIGR00115
30351 1 TIGR00115
221 1144 TIGR00115
21629 11 TIGR00116
43114 4 TIGR00116
24659 8 TIGR00116
26860 6 TIGR00116
74 5 TIGR00116
4773 12 TIGR00116
17489 5 TIGR00116
1786 90 TIGR00116
87316 11 TIGR00116
7521 399 TIGR00116
6657 13 TIGR00116
63541 1 TIGR00116
50731 2 TIGR00116
61433 3 TIGR00116
17282 58 TIGR00116
8320 181 TIGR00116
33088 18 TIGR00116
3050 14 TIGR00116
12044 2 TIGR00116
15875 7 TIGR00116
5687 213 TIGR00116
68716 4 TIGR00116
39128 2 TIGR00116
2427 35 TIGR00116
89750 2 TIGR00116
15771 228 TIGR00116
4574 1 TIGR00116
221 889 TIGR00116
4425 5 TIGR00116
19234 7 TIGR00116
484 261 TIGR00116
55753 3 TIGR00116
6184 4 TIGR00116
705 371 TIGR00116
1404 120 TIGR00116
2978 16 TIGR00116
76223 6 TIGR00116
17003 4 TIGR00116
56847 6 TIGR00116
22946 2 TIGR00116
72031 2 TIGR00116
25546 2 TIGR00116
58849 2 TIGR00116
2125 105 TIGR00116
82939 2 TIGR00116
29062 3 TIGR00116
